region,title,view_num,danmu,upload_time,up_author,bvid,video_url
财经商业,俄乌风暴愈演愈烈，除了引美元回流？美国还想要什么？,5.2万,76,2022-01-24,大鱼的江湖,BV13S4y1L7y4,www.bilibili.com/video/BV13S4y1L7y4?from=search
人文历史,12月9日直播回放：俄乌对峙,8.8万,1008,2021-12-10,胡诌施佬,BV13S4y197vF,www.bilibili.com/video/BV13S4y197vF?from=search
环球,俄大批武器装备向俄乌边境集结，回应称“正常调动，别担心”,17.2万,281,2021-04-02,国防时报TV,BV1XK4y1N7hD,www.bilibili.com/video/BV1XK4y1N7hD?from=search
环球,俄罗斯代表团团长：俄乌会谈预计将于北京时间17时开始,3.1万,7,2022-02-28,环球网,BV1fY411G7zT,www.bilibili.com/video/BV1fY411G7zT?from=search
环球,俄乌谈判现场直击,7.5万,44,2022-02-28,CGTN,BV11u411D7Pg,www.bilibili.com/video/BV11u411D7Pg?from=search
日常,俄乌冲突战线变化：俄军进展明显，乌军抵抗意志较强【俄乌冲突热点事件地图】,1.9万,11,2022-02-27,我是一个小B崽,BV1ML411T7io,www.bilibili.com/video/BV1ML411T7io?from=search
热点,汪文斌：中方欢迎俄乌双方启动和平谈判，希望双方继续保持对话谈判进程,2.9万,10,2022-03-01,外交部发言人办公室,BV1Fr4y167fi,www.bilibili.com/video/BV1Fr4y167fi?from=search
环球,俄乌军队共同守卫切尔诺贝利核电站,9.5万,29,2022-02-27,中新视频,BV1N3411j7i9,www.bilibili.com/video/BV1N3411j7i9?from=search
环球,俄乌和平谈判将延迟至28日早！90秒速览俄乌局势最新进展,3.4万,19,2022-02-28,大象新闻,BV1nF411b7T4,www.bilibili.com/video/BV1nF411b7T4?from=search
热点,俄乌谈判现场：乌方要求俄全面撤军 包括克里米亚 顿巴斯,4.4万,112,2022-02-28,凤凰网,BV1ha411h7a4,www.bilibili.com/video/BV1ha411h7a4?from=search
环球,乌军方公布了一段无人机摧毁俄车队画面,5.1万,24,2022-03-01,央视网快看,BV1KU4y1f7Hg,www.bilibili.com/video/BV1KU4y1f7Hg?from=search
电子竞技,xQc看S1mple就俄乌局势发表感人演讲,4.9万,2,2022-02-26,PepeLaugh777,BV1hL4y1g7bf,www.bilibili.com/video/BV1hL4y1g7bf?from=search
热点,俄乌开打美国形象崩塌面子输光？侯汉廷：美国就是只纸老虎（内附吃播）,1.3万,11,2022-02-28,海峡导报社,BV1NU4y1f7NM,www.bilibili.com/video/BV1NU4y1f7NM?from=search
热点,乌克兰总统宣布与俄断交,152.6万,1928,2022-02-24,观察者网,BV1cS4y167eu,www.bilibili.com/video/BV1cS4y167eu?from=search
热点,白俄罗斯向白乌边境增兵,3.2万,15,2022-03-02,新华网,BV1xS4y167Mg,www.bilibili.com/video/BV1xS4y167Mg?from=search
热点,俄乌开战的可能性大吗？24小时俄乌局势都发生了什么？,3.6万,7,2022-02-23,第一财经,BV13S4y1c7r1,www.bilibili.com/video/BV13S4y1c7r1?from=search
热点,乌总统泽连斯基宣布全国戒严，呼吁民众冷静,70.6万,1059,2022-02-24,观察者网,BV1LP4y1c7cB,www.bilibili.com/video/BV1LP4y1c7cB?from=search
日常,看看今天俄乌局势之下，央视六公主在播啥,2.5万,3,2022-02-27,川哥格葛各,BV1MP4y1g7ZH,www.bilibili.com/video/BV1MP4y1g7ZH?from=search
热点,俄乌战争24小时后结束？美欧大动作将至，普京很难扛，中方亦发声,19.3万,229,2022-02-25,邱震海,BV1NL411T79B,www.bilibili.com/video/BV1NL411T79B?from=search
科学科普,俄乌冲突中土耳其TB2无人机取得战果,1.2万,14,2022-02-28,历史驿站,BV1ja411h7nV,www.bilibili.com/video/BV1ja411h7nV?from=search
环球,凤凰直击：基辅街上一片狼藉，今晚俄乌战斗或将更加激烈,10.2万,33,2022-02-26,凤凰卫视,BV1d3411L7zL,www.bilibili.com/video/BV1d3411L7zL?from=search
环球,凤凰直击：基辅街上一片狼藉，今晚俄乌战斗或将更加激烈,10.2万,33,2022-02-26,凤凰卫视,BV1d3411L7zL,www.bilibili.com/video/BV1d3411L7zL?from=search
环球,全球连线丨新华社记者直击俄乌谈判,2.4万,3,2022-02-28,新华网,BV1MF411b7p5,www.bilibili.com/video/BV1MF411b7p5?from=search
热点,俄媒：俄方代表团已抵达白俄罗斯，准备与乌方进行谈判,5.8万,15,2022-02-27,环球网,BV1m44y1n7cy,www.bilibili.com/video/BV1m44y1n7cy?from=search
影视剪辑,谁能调停俄乌冲突？印度土耳其都想尝试，德国民众呼吁默克尔出山,1.6万,33,2022-03-02,明日观察Pro,BV1534y1k75b,www.bilibili.com/video/BV1534y1k75b?from=search
热点,乌克兰局势：俄乌双方准备就停火与和平进行谈判,3.7万,9,2022-02-26,新华社快看,BV1r44y1n7Sh,www.bilibili.com/video/BV1r44y1n7Sh?from=search
财经商业,俄乌局势吓到股市！我脸肿了,4.5万,194,2022-01-25,财经王安松,BV1Gb4y1n7M8,www.bilibili.com/video/BV1Gb4y1n7M8?from=search
环球,俄公布最新战报：已使1325个乌军事基础设施瘫痪,2.0万,5,2022-03-02,看看新闻Knews,BV1ri4y1y7Hf,www.bilibili.com/video/BV1ri4y1y7Hf?from=search
热点,俄乌谈崩！拜登迎来3个不祥信号，美媒抱怨中俄动了西方“奶酪”,9785,11,2022-03-02,戎评说,BV12P4y1c7Tv,www.bilibili.com/video/BV12P4y1c7Tv?from=search
热点,俄乌首次谈判结束！新华社记者基辅超市见闻,3.6万,20,2022-03-02,新华社快看,BV1fL411P7p9,www.bilibili.com/video/BV1fL411P7p9?from=search
热点,俄乌交战进入第四天，75秒了解最新局势,11.1万,45,2022-02-27,新华社快看,BV1Cu411X7zN,www.bilibili.com/video/BV1Cu411X7zN?from=search
热点,9万俄军包围边境，乌克兰率先开火，美军：英军先上，我随后就来,72.7万,1588,2021-11-30,第一军情,BV1x44y1h7S6,www.bilibili.com/video/BV1x44y1h7S6?from=search
人文历史,干货｜10分钟理清俄乌局势,1.8万,62,2022-02-24,罗燚垚,BV19Y41137uY,www.bilibili.com/video/BV19Y41137uY?from=search
环球,乌克兰博主实拍俄乌军队交火画面：枪声密集，博主多次寻找掩体,1.4万,8,2022-02-28,九派新闻,BV1C34y1k711,www.bilibili.com/video/BV1C34y1k711?from=search
热点,俄乌开战时间定了？英俄谈崩美国发战争警戒，乌克兰为何诡异平静,1.6万,88,2022-02-12,评论员杜平,BV1NT4y1X7Hb,www.bilibili.com/video/BV1NT4y1X7Hb?from=search
环球,俄乌战局：烽烟背后丨凤凰聚焦,2.1万,122,2022-02-26,凤凰卫视,BV1xZ4y1k7rR,www.bilibili.com/video/BV1xZ4y1k7rR?from=search
日常,【关注俄乌】印度留学生遭乌克兰军暴力驱赶  场面混乱,1.9万,32,2022-02-28,人和猫,BV1Vq4y147Aj,www.bilibili.com/video/BV1Vq4y147Aj?from=search
热点,普京急需速战速决！俄乌谈崩形势转变，长期战线或拖垮俄罗斯,1.5万,55,2022-03-01,吕宁思,BV1zm4y1R7r6,www.bilibili.com/video/BV1zm4y1R7r6?from=search
热点,俄乌冲突后，解放军军机巡航台海，让蔡英文当局紧张到极点,1.2万,7,2022-03-01,求真哥,BV1F44y1M7Ad,www.bilibili.com/video/BV1F44y1M7Ad?from=search
综合,美国记者：华盛顿之所以希望俄乌开战，完全是为了美元,3.7万,71,2022-02-19,火星方阵,BV19T4y1D73B,www.bilibili.com/video/BV19T4y1D73B?from=search
环球,专家表示俄乌局势升级或导致多地粮食短缺,2.6万,1,2022-03-02,CGTN,BV1Wb4y1x7o7,www.bilibili.com/video/BV1Wb4y1x7o7?from=search
环球,专家表示俄乌局势升级或导致多地粮食短缺,2.6万,1,2022-03-02,CGTN,BV1Wb4y1x7o7,www.bilibili.com/video/BV1Wb4y1x7o7?from=search
环球,俄乌谈判现场直击！,5.4万,23,2022-02-28,CGTN记者团,BV1ku411D7yi,www.bilibili.com/video/BV1ku411D7yi?from=search
财经商业,俄乌战争不能光看热闹，六大变量决定后续进程！,2.0万,16,2022-02-27,刘胜军大局观,BV1Yr4y1r75v,www.bilibili.com/video/BV1Yr4y1r75v?from=search
环球,在乌华人实拍基辅现状：乌克兰士兵神情淡定 加油站正常运作,41.3万,173,2022-02-24,环球网,BV1jr4y1z7k3,www.bilibili.com/video/BV1jr4y1z7k3?from=search
热点,俄乌罕见统一立场？泽连斯基主动约谈普京，反将美国一军,6.3万,146,2022-02-14,评论员杜平,BV14P4y1w7tY,www.bilibili.com/video/BV14P4y1w7tY?from=search
综合,【苑举正】俄乌冲突不断升级，对台湾具有重大启示,6.9万,480,2021-12-11,苑举正,BV1HU4y1K7bq,www.bilibili.com/video/BV1HU4y1K7bq?from=search
热点,乌克兰总统泽连斯基称，俄乌冲突将引爆欧洲大战？名嘴谢寒冰驳斥,7.7万,16,2022-02-25,海峡导报社,BV1MP4y1c7Uq,www.bilibili.com/video/BV1MP4y1c7Uq?from=search
环球,俄乌谈判今日举行,3.8万,6,2022-02-28,央视网,BV1bb4y1x7Jj,www.bilibili.com/video/BV1bb4y1x7Jj?from=search
热点,俄军不惜代价！废弃的切尔诺贝利核电站，为何成了俄乌争夺焦点？,8.1万,83,2022-02-26,邵永灵,BV16Z4y1k7mG,www.bilibili.com/video/BV16Z4y1k7mG?from=search
日常,安225运输机 #安225降落天津 希望这次俄乌炮火中这架隶属于乌克兰世界最大运输机可以安然无恙！再次降落在中国天津机场。#俄乌冲突,1.1万,7,2022-02-28,三秒不装,BV1y34y1k7FK,www.bilibili.com/video/BV1y34y1k7FK?from=search
环球,俄媒：乌外交部要求驻俄使领馆3月2日撤离,5.1万,16,2022-03-02,环球网,BV1DZ4y167KJ,www.bilibili.com/video/BV1DZ4y167KJ?from=search
热点,凤凰记者连线：顿巴斯行政边界被压缩，在边境感受到大战前的迹象,3.8万,15,2022-02-24,凤凰卫视,BV1ya411C738,www.bilibili.com/video/BV1ya411C738?from=search
环球,俄乌局势升级，美国却卷入另一场战争大批军舰战机赶赴中东,4.9万,18,2022-02-23,剁椒国际,BV1gr4y1z7ja,www.bilibili.com/video/BV1gr4y1z7ja?from=search
热点,蛇岛士兵全部阵亡？俄媒公布乌边防士兵投降画面,9.9万,33,2022-02-26,看看新闻Knews,BV1TL411T7T3,www.bilibili.com/video/BV1TL411T7T3?from=search
热点,俄乌危机关键时刻，朝鲜说出公道话，中方在联合国亮明立场,1.3万,2,2022-03-01,研究员李春光,BV1zi4y1y7vb,www.bilibili.com/video/BV1zi4y1y7vb?from=search
环球,80秒回顾俄乌谈判的内与外,1.2万,8,2022-03-01,南方Plus,BV1wU4y1f7rY,www.bilibili.com/video/BV1wU4y1f7rY?from=search
日常,俄乌都在加码，进行谈判还是继续战斗，可能用一场豪赌最后见分晓,9.9万,362,2022-02-28,刘晓非观察室,BV1uL411N7sP,www.bilibili.com/video/BV1uL411N7sP?from=search
热点,俄罗斯军车车队在俄乌边境运输武器,3.8万,28,2022-02-22,中国日报,BV1c44y1n7zL,www.bilibili.com/video/BV1c44y1n7zL?from=search
环球,美媒：乌克兰使用TB2无人机摧毁俄防空导弹系统！爆炸瞬间乌军一阵欢呼,8.5万,15,2022-02-28,环球网,BV1tP4y1c7Z8,www.bilibili.com/video/BV1tP4y1c7Z8?from=search
环球,「谈判在即」参加俄乌谈判的乌克兰代表团已抵达白俄罗斯境内,1.7万,7,2022-02-28,新华网,BV1ib4y1x7Fu,www.bilibili.com/video/BV1ib4y1x7Fu?from=search
热点,直击俄乌谈判现场：俄乌谈判现场原声版,4.0万,16,2022-03-01,新华网,BV1Tu411Q7iB,www.bilibili.com/video/BV1Tu411Q7iB?from=search
环球,在乌军事行动会否扩大？专家：俄应无意占领,1.9万,52,2022-02-25,中新视频,BV1nr4y1z79a,www.bilibili.com/video/BV1nr4y1z79a?from=search
热点,今日份特朗普上线：我在位！俄乌没冲突，“踩”拜登毫不留情,6.7万,38,2022-02-24,青蜂侠-Bee,BV1zq4y1x7hq,www.bilibili.com/video/BV1zq4y1x7hq?from=search
社会,俄乌冲突进入第六天 回顾过去24小时局势进展,14.9万,102,2022-03-01,中新视频,BV12U4y1Z77y,www.bilibili.com/video/BV12U4y1Z77y?from=search
热点,125秒了解俄乌最新局势,28.6万,170,2022-02-27,人民日报,BV11u411D7m2,www.bilibili.com/video/BV11u411D7m2?from=search
热点,凤凰直击俄乌局势 顿巴斯民兵组织：战果丰富，将继续推进,12.1万,23,2022-02-25,凤凰网,BV1ku411X7D9,www.bilibili.com/video/BV1ku411X7D9?from=search
环球,凤凰记者前往卢甘斯克探访俄乌边境留学生：目前暂时安全,1.8万,19,2022-02-24,凤凰卫视,BV1dS4y1z7ZA,www.bilibili.com/video/BV1dS4y1z7ZA?from=search
环球,110秒回顾俄乌冲突第四天,46.8万,219,2022-02-28,央视新闻,BV1cL4y137RS,www.bilibili.com/video/BV1cL4y137RS?from=search
人文历史,解读玉渊谭天漫画《急火攻心》，美国为什么希望“俄乌开战”，生怕打不起来？,5.7万,162,2022-02-18,域与局,BV1X44y1J7AQ,www.bilibili.com/video/BV1X44y1J7AQ?from=search
热点,俄乌谈判不欢而散，64公里钢铁洪流包围基辅：普京下令就直接攻城,8081,5,2022-03-02,第一军情,BV1L34y1k7mB,www.bilibili.com/video/BV1L34y1k7mB?from=search
环球,好莱坞男星拍摄俄乌危机纪录片：与泽连斯基对话参加简报会,7.6万,59,2022-02-25,环球网,BV14L411T7um,www.bilibili.com/video/BV14L411T7um?from=search
热点,俄媒：乌外长称需要与俄谈判，但如果俄只提“最后通牒”就不谈,14.7万,30,2022-03-01,环球网,BV1Eq4y147sQ,www.bilibili.com/video/BV1Eq4y147sQ?from=search
热点,白俄罗斯总统：存在非常强大的力量希望破坏俄乌谈判，但愿泽连斯基及其团队能守住,9.4万,42,2022-03-02,环球网,BV1qS4y167mi,www.bilibili.com/video/BV1qS4y167mi?from=search
热点,乌克兰大使对俄罗斯大使说：“战犯没有炼狱，他们直接下地狱”,76.3万,932,2022-02-24,观察者网,BV1Xu411X7Ln,www.bilibili.com/video/BV1Xu411X7Ln?from=search
社科·法律·心理,观棋有语207：乌克兰战争会给算命学带来什么变化？,30.8万,5737,2022-02-26,席亚洲,BV1o34y1r7XZ,www.bilibili.com/video/BV1o34y1r7XZ?from=search
财经商业,俄乌危机的本质，美国制造局部冲突，配合美联储加息，加速美元回流续命,22.6万,451,2022-01-26,星话大白,BV1Dm4y1Z7H9,www.bilibili.com/video/BV1Dm4y1Z7H9?from=search
财经商业,俄乌局势最新进展：1卢布兑美元今天最多贬值42%2俄罗斯大幅提高基准率1050个基点至20%3.俄乌将在北京时间1点进行谈判,1.5万,6,2022-02-28,养猪场厂长葛日天,BV1fq4y1x77X,www.bilibili.com/video/BV1fq4y1x77X?from=search
热点,俄乌局势令台当局高度紧张，称解放军或在冬奥后动手，将加强备战,9.9万,51,2022-02-15,王晋博士,BV1wT4y197Wk,www.bilibili.com/video/BV1wT4y197Wk?from=search
社会,俄乌冲突进入第六天，这几天发生了哪些大事件,2.5万,13,2022-03-01,中新视频,BV1HS4y167y4,www.bilibili.com/video/BV1HS4y167y4?from=search
热点,新华社记者直击俄乌谈判,37.4万,151,2022-02-28,新华社,BV1xF411b77x,www.bilibili.com/video/BV1xF411b77x?from=search
社科·法律·心理,观棋有语206：泽连斯基已经没什么好怕的了,39.5万,1621,2022-02-25,席亚洲,BV13b4y1x7fT,www.bilibili.com/video/BV13b4y1x7fT?from=search
环球,当地时间24日，乌军与俄军在苏梅激烈交火，现场枪声不断，燃起大火,2.4万,0,2022-02-25,大象新闻,BV1k34y1r7sb,www.bilibili.com/video/BV1k34y1r7sb?from=search
综合,俄乌将继续谈判！普京与马克龙通话，提出解决乌克兰危机3个条件,9109,5,2022-03-01,海峡新干线,BV1q34y1k7n5,www.bilibili.com/video/BV1q34y1k7n5?from=search
财经商业,昨天俄乌事件，今晚美联储决议节前止跌回升还有希望吗？目前影响A股的几个重要事情！,2690,12,2022-01-25,龙师兄聊财经,BV1RS4y1o7jr,www.bilibili.com/video/BV1RS4y1o7jr?from=search
环球,俄乌谈判预计将于当地时间28日12时（北京时间28日17时）开始，俄方有意与乌方尽快达成共识,1.6万,0,2022-02-28,大象新闻,BV1vb4y1x7aW,www.bilibili.com/video/BV1vb4y1x7aW?from=search
热点,俄乌局势变了，普京下令撤回一万大军，不是认怂？美国这次上当了,1.8万,45,2021-12-27,邱震海,BV12L4y1E7G5,www.bilibili.com/video/BV12L4y1E7G5?from=search
电子竞技,【洞主凯哥】“洞主，俄乌局势怎么看”“哦，我是猪”,10.0万,138,2022-02-25,热心B友张合,BV1Kq4y1b7xX,www.bilibili.com/video/BV1Kq4y1b7xX?from=search
环球,俄方喊话乌军投降就不打击,34.9万,410,2022-02-24,新华网,BV1jT4y1Q7aF,www.bilibili.com/video/BV1jT4y1Q7aF?from=search
财经商业,普京承认乌东两区为独立国家，俄乌危机迅速恶化，影响全球金融市场,42.1万,838,2022-02-22,星话大白,BV1PL4y1g7BG,www.bilibili.com/video/BV1PL4y1g7BG?from=search
环球,凤凰观察：俄乌战争结束后，美国将彻底从全球霸权神坛跌落,76.8万,532,2022-02-24,凤凰卫视,BV1Z34y1r7SK,www.bilibili.com/video/BV1Z34y1r7SK?from=search
热点,中国在俄乌冲突中立场尴尬？赖岳谦举例揭穿西方媒体的故意抹黑,13.5万,19,2022-02-24,海峡导报社,BV1y34y1r7n5,www.bilibili.com/video/BV1y34y1r7n5?from=search
热点,基辅上空响起警报,1.6万,21,2022-02-24,CGTN,BV1xS4y1k7Xr,www.bilibili.com/video/BV1xS4y1k7Xr?from=search
热点,俄媒：乌克兰要求将俄罗斯排除在联合国之外,48.4万,562,2022-02-24,观察者网,BV1jm4y1R7fP,www.bilibili.com/video/BV1jm4y1R7fP?from=search
热点,俄记者在顿涅茨克报道时遭遇炮击，过程被完整拍下,81.6万,246,2022-02-24,观察者网,BV1um4y1R7TF,www.bilibili.com/video/BV1um4y1R7TF?from=search
热点,俄国防部：乌空军军事基础设施已瘫痪,142.6万,2453,2022-02-24,央视新闻,BV1cq4y1b7z4,www.bilibili.com/video/BV1cq4y1b7z4?from=search
热点,高度紧张的俄乌局势会对全球带来什么影响【直播片段】,63.5万,815,2022-02-24,观察者网,BV1Li4y1y7tb,www.bilibili.com/video/BV1Li4y1y7tb?from=search
热点,乌克兰大使对俄罗斯大使说：“战犯没有炼狱，他们直接下地狱”,76.3万,932,2022-02-24,观察者网,BV1Xu411X7Ln,www.bilibili.com/video/BV1Xu411X7Ln?from=search
热点,俄乌冲突升级 台名嘴：台湾看看乌克兰吧！,119.1万,873,2022-02-24,看看新闻Knews,BV1hu411X7KE,www.bilibili.com/video/BV1hu411X7KE?from=search
综合,【军事冲突】俄乌冲突升级！俄罗斯的依仗是什么？,2.2万,72,2022-02-22,校尉说,BV1n3411L7sC,www.bilibili.com/video/BV1n3411L7sC?from=search
环球,【关注俄乌局势最新进展】普京呼吁乌克兰士兵不要为傀儡政权而战斗,12.1万,70,2022-02-24,央视网快看,BV1ma411C7JY,www.bilibili.com/video/BV1ma411C7JY?from=search
财经商业,俄乌危机是否过去，美股走势已经给出答案,1.3万,8,2022-02-27,散牛经济,BV1qT4y1Q7qT,www.bilibili.com/video/BV1qT4y1Q7qT?from=search
日常,俄乌打起来了，中国家门口慌乱一片：解放军恐在酝酿一场“决战”,2852,2,2022-03-03,大国锐评,BV19b4y1x7vg,www.bilibili.com/video/BV19b4y1x7vg?from=search
综合,专家：俄乌两国军事力量差距大到没法比,8.4万,143,2022-02-02,东南军情,BV1pq4y1h7Pe,www.bilibili.com/video/BV1pq4y1h7Pe?from=search
综合,戏真多！蔡英文、苏贞昌狂蹭俄乌冲突热度，对大陆处处挑衅,5017,2,2022-03-02,海峡新干线,BV1TP4y1g7BM,www.bilibili.com/video/BV1TP4y1g7BM?from=search
人文历史,俄乌冲突：一个历史的回溯,2020,4,2022-03-02,小镇读书会,BV1Xi4y1y7JR,www.bilibili.com/video/BV1Xi4y1y7JR?from=search
